code,name,country_name,lat,lon,timezone
EGKB,BIGGIN HILL,United Kingdom of Great Britain and Northern Ireland,51.33083333333334,0.0325,Europe/London
EGKK,LONDON GATWICK,United Kingdom of Great Britain and Northern Ireland,51.14805555555556,-0.19027777777777777,Europe/London
EGLC,LONDON/CITY,United Kingdom of Great Britain and Northern Ireland,51.50527777777778,0.05527777777777778,Europe/London
EGLF,FARNBOROUGH,United Kingdom of Great Britain and Northern Ireland,51.275277777777774,-0.7775000000000001,Europe/London
EGLL,LONDON HEATHROW,United Kingdom of Great Britain and Northern Ireland,51.4775,-0.4613888888888889,Europe/London
EGMC,SOUTHEND,United Kingdom of Great Britain and Northern Ireland,51.57027777777778,0.6933333333333334,Europe/London
EGMD,LYDD,United Kingdom of Great Britain and Northern Ireland,50.95611111111111,0.9391666666666667,Europe/London
EGNH,BLACKPOOL,United Kingdom of Great Britain and Northern Ireland,53.77166666666667,-3.028611111111111,Europe/London
EGNJ,HUMBERSIDE,United Kingdom of Great Britain and Northern Ireland,53.574444444444445,-0.35083333333333333,Europe/London
EGNM,LEEDS BRADFORD,United Kingdom of Great Britain and Northern Ireland,53.866025,-1.6607694444444443,Europe/London
EGNR,HAWARDEN,United Kingdom of Great Britain and Northern Ireland,53.17805555555555,-2.977777777777778,Europe/London
EGNS,ISLE OF MAN,United Kingdom of Great Britain and Northern Ireland,54.083333333333336,-4.623333333333334,Europe/Isle_of_Man
EGNT,NEWCASTLE,United Kingdom of Great Britain and Northern Ireland,55.03792222222222,-1.6898027777777778,Europe/London
EGNV,DURHAM TEES VALLEY,United Kingdom of Great Britain and Northern Ireland,54.509166666666665,-1.4294444444444445,Europe/London
EGNX,EAST MIDLANDS,United Kingdom of Great Britain and Northern Ireland,52.83111111111111,-1.3277777777777777,Europe/London
EGOS,SHAWBURY,United Kingdom of Great Britain and Northern Ireland,52.793625,-2.6679388888888886,Europe/London
EGOV,VALLEY,United Kingdom of Great Britain and Northern Ireland,53.24816666666667,-4.535333333333333,Europe/London
EGOW,WOODVALE,United Kingdom of Great Britain and Northern Ireland,53.581575,-3.0555277777777774,Europe/London
EGPA,KIRKWALL,United Kingdom of Great Britain and Northern Ireland,58.95805555555556,-2.9005555555555556,Europe/London
EGPB,SUMBURGH,United Kingdom of Great Britain and Northern Ireland,59.88138888888889,-1.2938888888888889,Europe/London
EGPC,WICK,United Kingdom of Great Britain and Northern Ireland,58.45888888888889,-3.093055555555556,Europe/London
EGPD,ABERDEEN/DYCE,United Kingdom of Great Britain and Northern Ireland,57.2025,-2.1980555555555554,Europe/London
EGPE,INVERNESS,United Kingdom of Great Britain and Northern Ireland,57.5425,-4.0475,Europe/London
EGPF,GLASGOW,United Kingdom of Great Britain and Northern Ireland,55.871944444444445,-4.433055555555556,Europe/London
EGPH,EDINBURGH,United Kingdom of Great Britain and Northern Ireland,55.95,-3.3725,Europe/London
EGPI,ISLAY,United Kingdom of Great Britain and Northern Ireland,55.68333333333333,-6.259722222222222,Europe/London
EGPK,PRESTWICK,United Kingdom of Great Britain and Northern Ireland,55.50944444444445,-4.594444444444444,Europe/London
EGPL,BENBECULA,United Kingdom of Great Britain and Northern Ireland,57.480555555555554,-7.363888888888889,Europe/London
EGPM,SCATSTA,United Kingdom of Great Britain and Northern Ireland,60.43277777777777,-1.296111111111111,Europe/London
EGPN,DUNDEE,United Kingdom of Great Britain and Northern Ireland,56.4525,-3.0258333333333334,Europe/London
EGPO,STORNOWAY,United Kingdom of Great Britain and Northern Ireland,58.21555555555556,-6.3311111111111105,Europe/London
EGPU,TIREE,United Kingdom of Great Britain and Northern Ireland,56.49916666666667,-6.8691666666666675,Europe/London
EGQK,KINLOSS,United Kingdom of Great Britain and Northern Ireland,57.6494444,-3.5605556,Europe/London
EGQL,LEUCHARS,United Kingdom of Great Britain and Northern Ireland,56.37266666666667,-2.8685,Europe/London
EGQM,BOULMER  (MOD),United Kingdom of Great Britain and Northern Ireland,55.42,-1.6008333,Europe/London
EGQS,LOSSIEMOUTH,United Kingdom of Great Britain and Northern Ireland,57.705025000000006,-3.3391361111111113,Europe/London
EGSC,CAMBRIDGE,United Kingdom of Great Britain and Northern Ireland,52.205000000000005,0.175,Europe/London
EGSH,NORWICH,United Kingdom of Great Britain and Northern Ireland,52.67583333333333,1.2827777777777778,Europe/London
EGSS,LONDON STANSTED,United Kingdom of Great Britain and Northern Ireland,51.885,0.23500000000000001,Europe/London
EGTC,CRANFIELD,United Kingdom of Great Britain and Northern Ireland,52.07222222222222,-0.6166666666666667,Europe/London
EGTE,EXETER,United Kingdom of Great Britain and Northern Ireland,50.73429166666667,-3.413811111111111,Europe/London
EGUB,BENSON,United Kingdom of Great Britain and Northern Ireland,51.61503888888889,-1.0958472222222222,Europe/London
EGUL,LAKENHEATH,United Kingdom of Great Britain and Northern Ireland,52.40940277777778,0.5610111111111111,Europe/London
EGUN,MILDENHALL,United Kingdom of Great Britain and Northern Ireland,52.36193333333333,0.48640833333333333,Europe/London
EGUO,COLERNE,United Kingdom of Great Britain and Northern Ireland,51.44107777777777,-2.2790805555555553,Europe/London
EGUW,WATTISHAM,United Kingdom of Great Britain and Northern Ireland,52.127027777777776,0.9554138888888889,Europe/London
EGVA,FAIRFORD,United Kingdom of Great Britain and Northern Ireland,51.68351944444444,-1.7899916666666666,Europe/London
EGVN,BRIZE NORTON,United Kingdom of Great Britain and Northern Ireland,51.74998611111111,-1.5829472222222223,Europe/London
EGVO,ODIHAM,United Kingdom of Great Britain and Northern Ireland,51.23419166666667,-0.9428083333333334,Europe/London
EGVP,MIDDLE WALLOP,United Kingdom of Great Britain and Northern Ireland,51.14935833333333,-1.57025,Europe/London
EGWU,NORTHOLT,United Kingdom of Great Britain and Northern Ireland,51.55271388888889,-0.41959722222222223,Europe/London
EGXC,CONINGSBY,United Kingdom of Great Britain and Northern Ireland,53.09316666666667,-0.16611666666666666,Europe/London
EGXD,DISHFORTH,United Kingdom of Great Britain and Northern Ireland,54.136852777777776,-1.4199694444444446,Europe/London
EGXE,LEEMING,United Kingdom of Great Britain and Northern Ireland,54.29252777777778,-1.5353944444444443,Europe/London
EGXP,SCAMPTON,United Kingdom of Great Britain and Northern Ireland,53.307944444444445,-0.5508194444444445,Europe/London
EGXS,DONNA NOOK (MOD),United Kingdom of Great Britain and Northern Ireland,53.1486111,-0.6844444,Europe/London
EGXT,WITTERING,United Kingdom of Great Britain and Northern Ireland,52.613055555555555,-0.4759055555555556,Europe/London
EGXU,LINTON-ON-OUSE,United Kingdom of Great Britain and Northern Ireland,54.049391666666665,-1.2530972222222223,Europe/London
EGXV,LECONFIELD,United Kingdom of Great Britain and Northern Ireland,53.8772222,-0.4355556,Europe/London
EGXW,WADDINGTON,United Kingdom of Great Britain and Northern Ireland,53.16616111111111,-0.523838888888889,Europe/London
EGXZ,TOPCLIFFE,United Kingdom of Great Britain and Northern Ireland,54.20562777777778,-1.381625,Europe/London
EGYD,CRANWELL,United Kingdom of Great Britain and Northern Ireland,53.02973333333333,-0.49275277777777776,Europe/London
EGYM,MARHAM,United Kingdom of Great Britain and Northern Ireland,52.648405555555556,0.5506722222222222,Europe/London
EGYP,MOUNT PLEASANT,United Kingdom of Great Britain and Northern Ireland,-51.82178888888889,-58.45611111111111,Atlantic/Stanley
EHAM,AMSTERDAM/SCHIPHOL,Netherlands,52.308055555555555,4.764166666666667,Europe/Amsterdam
EHBK,MAASTRICHT/MAASTRICHT AACHEN,Netherlands,50.91583333333333,5.776944444444444,Europe/Amsterdam
EHDL,ARNHEM/DEELEN,Netherlands,52.05972777777777,5.871936111111111,Europe/Amsterdam
EHEH,EINDHOVEN/EINDHOVEN,Netherlands,51.45,5.374444444444444,Europe/Amsterdam
EHFS,VLISSINGEN,Netherlands,51.4486111,3.6022222,Europe/Amsterdam
EHGG,GRONINGEN/EELDE,Netherlands,53.125,6.583333333333333,Europe/Amsterdam
EHGR,BREDA/GILZE-RIJEN,Netherlands,51.56737777777778,4.931836111111111,Europe/Amsterdam
EHKD,DEN HELDER/DE KOOY,Netherlands,52.92361111111111,4.780555555555556,Europe/Amsterdam
EHLW,LEEUWARDEN/LEEUWARDEN,Netherlands,53.22527222222222,5.752533333333333,Europe/Amsterdam
EHRD,ROTTERDAM/ROTTERDAM,Netherlands,51.956944444444446,4.437222222222222,Europe/Amsterdam
EHVK,UDEN/VOLKEL,Netherlands,51.65720833333333,5.707825000000001,Europe/Amsterdam
EHVL,VLIEHORS,Netherlands,53.25,4.9166667,Europe/Amsterdam
EHWO,BERGEN OP ZOOM/WOENSDRECHT,Netherlands,51.449,4.342141666666667,Europe/Amsterdam
EICK,CORK,Ireland,51.84138888888889,-8.49111111111111,Europe/Dublin
EIDL,DONEGAL,Ireland,55.04416666666666,-8.341111111111111,Europe/Dublin
EIDW,DUBLIN,Ireland,53.421388888888885,-6.27,Europe/Dublin
EIKN,IRELAND WEST,Ireland,53.91027777777778,-8.81861111111111,Europe/Dublin
EIKY,KERRY,Ireland,52.18083333333333,-9.523888888888889,Europe/Dublin
EIME,CASEMENT,Ireland,53.30305555555555,-6.455277777777778,Europe/Dublin
EINN,SHANNON,Ireland,52.70197777777778,-8.924816666666667,Europe/Dublin
EISG,SLIGO,Ireland,54.280277777777776,-8.599166666666667,Europe/Dublin
EIWF,WATERFORD,Ireland,52.18722222222222,-7.086944444444444,Europe/Dublin
EKAH,AARHUS,Denmark,56.300016666666664,10.619008333333333,Europe/Copenhagen
EKBI,BILLUND,Denmark,55.740322222222225,9.151777777777777,Europe/Copenhagen
EKCH,KOBENHAVN/KASTRUP,Denmark,55.617916666666666,12.655972222222223,Europe/Copenhagen
EKEB,ESBJERG,Denmark,55.52594166666667,8.553402777777778,Europe/Copenhagen
EKGC,GORM C (PRIVATE HELIDECK),Denmark,55.5797222,4.7588889,Etc/GMT
EKHA,HALFDAN A (PRIVATE HELIDECKS),Denmark,55.5188889,5.0011111,Europe/Copenhagen
EKHD,HARALD (PRIVATE HELIDECK),Denmark,56.3441667,4.2719444,Etc/GMT
EKHR,HORNS REV  A (PRIVATE HELIDECK),Denmark,55.5088889,7.875,Europe/Copenhagen
EKKA,KARUP (MIL),Denmark,56.29745833333333,9.124627777777778,Europe/Copenhagen
EKOD,ODENSE,Denmark,55.47666388888889,10.330933333333332,Europe/Copenhagen
EKRK,KOBENHAVN/ROSKILDE,Denmark,55.58556666666667,12.131427777777779,Europe/Copenhagen
EKRN,BORNHOLM/RONNE,Denmark,55.063266666666664,14.759558333333333,Europe/Copenhagen
EKSB,SONDERBORG,Denmark,54.96436666666667,9.791730555555555,Europe/Copenhagen
EKSP,VOJENS/SKRYDSTRUP (MIL),Denmark,55.22555277777778,9.263930555555556,Europe/Copenhagen
EKTE,TYRA E (PRIVATE HELIDECK),Denmark,55.7213889,4.8019444,Etc/GMT
EKVD,KOLDING/VAMDRUP,Denmark,55.43628333333333,9.330925,Europe/Copenhagen
EKVG,VAGAR,Denmark,62.063627777777775,-7.2772194444444445,Atlantic/Faroe
EKYT,AALBORG (CIV/MIL),Denmark,57.09278888888889,9.849163888888889,Europe/Copenhagen
ELLX,LUXEMBOURG/LUXEMBOURG,Luxembourg,49.623333333333335,6.204444444444444,Europe/Luxembourg
ENAL,ALESUND/VIGRA,Norway,62.5625,6.119722222222221,Europe/Oslo
ENAN,ANDOYA/ANDENES,Norway,69.2925,16.144166666666667,Europe/Oslo
ENAT,ALTA,Norway,69.97611111111111,23.371666666666666,Europe/Oslo
ENBL,FORDE/BRINGELAND,Norway,61.39111111111111,5.756944444444445,Europe/Oslo
ENBN,BRONNOYSUND/BRONNOY,Norway,65.46111111111111,12.2175,Europe/Oslo
ENBO,BODO,Norway,67.26916666666666,14.365277777777777,Europe/Oslo
ENBR,BERGEN/FLESLAND,Norway,60.29361111111111,5.218055555555556,Europe/Oslo
ENBS,BATSFJORD,Norway,70.60027777777778,29.6925,Europe/Oslo
ENBV,BERLEVAG,Norway,70.87138888888889,29.034166666666668,Europe/Oslo
ENCN,KRISTIANSAND/KJEVIK,Norway,58.20388888888889,8.085,Europe/Oslo
ENDR,DRAUGEN,Norway,64.3555556,7.7916667,Europe/Oslo
ENDU,BARDUFOSS,Norway,69.05583333333333,18.540277777777778,Europe/Oslo
ENEK,EKOFISK H,Norway,56.55,3.25,Etc/GMT
ENEV,HARSTAD/NARVIK/EVENES,Norway,68.4888888888889,16.678333333333335,Europe/Oslo
ENFB,STATFJORD B,Norway,59.8955553333333,10.6172226666667,Europe/Oslo
ENFG,FAGERNES/LEIRIN,Norway,61.01555555555556,9.288055555555555,Europe/Oslo
ENFL,FLORO,Norway,61.58361111111111,5.0247222222222225,Europe/Oslo
ENGM,OSLO/GARDERMOEN,Norway,60.20277777777778,11.08388888888889,Europe/Oslo
ENHD,HAUGESUND/KARMOY,Norway,59.343333333333334,5.2125,Europe/Oslo
ENHE,HEIDRUN TLP,Norway,65.325,2.3266667,Etc/GMT
ENHF,HAMMERFEST,Norway,70.67972222222222,23.66861111111111,Europe/Oslo
ENHK,HASVIK,Norway,70.48666666666666,22.139722222222222,Europe/Oslo
ENHV,HONNINGSVAG/VALAN,Norway,71.00972222222222,25.983611111111113,Europe/Oslo
ENKB,KRISTIANSUND/KVERNBERGET,Norway,63.11194444444445,7.826111111111111,Europe/Oslo
ENKR,KIRKENES/HOYBUKTMOEN,Norway,69.72500000000001,29.887777777777778,Europe/Oslo
ENLA,ULA,Norway,59.1108333,2.8458333,Europe/Oslo
ENLK,LEKNES,Norway,68.1525,13.609444444444444,Europe/Oslo
ENMH,MEHAMN,Norway,71.02972222222222,27.826666666666668,Europe/Oslo
ENML,MOLDE/ARO,Norway,62.74472222222222,7.2625,Europe/Oslo
ENMS,MOSJOEN/KJAERSTAD,Norway,65.78361111111111,13.215277777777777,Europe/Oslo
ENNA,LAKSELV/BANAK,Norway,70.06666666666666,24.973888888888887,Europe/Oslo
ENNK,NARVIK/FRAMNES,Norway,68.43694444444445,17.386666666666667,Europe/Oslo
ENNM,NAMSOS,Norway,64.47222222222223,11.57861111111111,Europe/Oslo
ENNO,NOTODDEN/TUVEN,Norway,59.565555555555555,9.212222222222222,Europe/Oslo
ENOA,OSEBERG A,Norway,60.4916667,2.8252778,Europe/Oslo
ENOL,ORLAND,Norway,63.69916666666666,9.60388888888889,Europe/Oslo
ENOV,ORSTA-VOLDA/HOVDEN,Norway,62.18,6.074166666666667,Europe/Oslo
ENQA,TROLL A,Norway,60.645,3.7247222,Europe/Oslo
ENQC,TROLL C,Norway,60.8858333,3.6097222,Europe/Oslo
ENRA,MO I RANA/ROSSVOLL,Norway,66.36388888888888,14.301388888888889,Europe/Oslo
ENRM,RORVIK/RYUM,Norway,64.83833333333332,11.14611111111111,Europe/Oslo
ENRO,ROROS,Norway,62.57888888888889,11.345,Europe/Oslo
ENRS,ROST,Norway,67.52777777777777,12.103333333333333,Europe/Oslo
ENRY,MOSS/RYGGE,Norway,59.37888888888889,10.785555555555556,Europe/Oslo
ENSB,SVALBARD/LONGYEAR,Norway,78.2461111111111,15.465555555555556,Arctic/Longyearbyen
ENSD,SANDANE/ANDA,Norway,61.830000000000005,6.105833333333333,Europe/Oslo
ENSF,STATFJORD A,Norway,61.2166667,1.8333333,Europe/London
ENSG,SOGNDAL/HAUKASEN,Norway,61.15611111111111,7.137777777777778,Europe/Oslo
ENSH,SVOLVAER/HELLE,Norway,68.24333333333334,14.669166666666666,Europe/Oslo
ENSK,STOKMARKNES/SKAGEN,Norway,68.58083333333333,15.026111111111112,Europe/Oslo
ENSL,SLEIPNER A,Norway,58.3666667,1.9069444,Europe/Oslo
ENSN,SKIEN/GEITERYGGEN,Norway,59.184999999999995,9.566944444444443,Europe/Oslo
ENSO,STORD/SORSTOKKEN,Norway,59.79277777777778,5.339722222222222,Europe/Oslo
ENSR,SORKJOSEN,Norway,69.78666666666666,20.959722222222222,Europe/Oslo
ENSS,VARDO/SVARTNES,Norway,70.35527777777777,31.045,Europe/Oslo
ENST,SANDNESSJOEN/STOKKA,Norway,65.95971388888888,12.472216666666666,Europe/Oslo
ENTC,TROMSO/LANGNES,Norway,69.68138888888889,18.91777777777778,Europe/Oslo
ENTO,SANDEFJORD/TORP,Norway,59.18666666666666,10.258611111111112,Europe/Oslo
ENVA,TRONDHEIM/VAERNES,Norway,63.4575,10.924166666666666,Europe/Oslo
ENVD,VADSO,Norway,70.06527777777778,29.84472222222222,Europe/Oslo
ENVH,VALHALL A,Norway,56.2780556,3.3927778,Etc/GMT
ENZV,STAVANGER/SOLA,Norway,58.876666666666665,5.637777777777777,Europe/Oslo
EPBY,BYDGOSZCZ/SZWEDEROWO,Poland,53.09666666666667,17.977777777777778,Europe/Warsaw
EPGD,GDANSK IM LECHA WALESY,Poland,54.3775,18.46611111111111,Europe/Warsaw
EPKK,KRAKOW/BALICE,Poland,50.07777777777778,19.784722222222225,Europe/Warsaw
EPKT,KATOWICE/PYRZOWICE,Poland,50.47416666666667,19.08,Europe/Warsaw
EPLB,LUBLIN,Poland,51.24027777777778,22.71361111111111,Europe/Warsaw
EPLL,LODZ/LUBLINEK,Poland,51.721944444444446,19.398055555555555,Europe/Warsaw
EPMO,WARSZAWA/MODLIN,Poland,52.45111111111111,20.651944444444442,Europe/Warsaw
EPPO,POZNAN/LAWICA,Poland,52.42111111111111,16.82638888888889,Europe/Warsaw
EPRZ,RZESZOW/JASIONKA,Poland,50.11,22.01888888888889,Europe/Warsaw
EPSC,SZCZECIN/GOLENIOW,Poland,53.584722222222226,14.902222222222223,Europe/Warsaw
EPWA,CHOPINA W WARSZAWIE,Poland,52.16583333333333,20.96722222222222,Europe/Warsaw
EPWR,WROCLAW/STRACHOWICE,Poland,51.10277777777778,16.885833333333334,Europe/Warsaw
EPZG,ZIELONA GORA/BABIMOST,Poland,52.13861111111111,15.79861111111111,Europe/Warsaw
ESCF,LINKOPING/MALMEN,Sweden,58.397777777777776,15.522777777777778,Europe/Stockholm
ESDF,RONNEBY,Sweden,56.266666666666666,15.265,Europe/Stockholm
ESGG,GOTEBORG/LANDVETTER,Sweden,57.66,12.29111111111111,Europe/Stockholm
ESGJ,JONKOPING,Sweden,57.75833333333333,14.069166666666666,Europe/Stockholm
ESGP,GOTEBORG/SAVE,Sweden,57.775555555555556,11.870555555555557,Europe/Stockholm
ESGR,SKOVDE,Sweden,58.45611111111111,13.972777777777777,Europe/Stockholm
ESGT,TROLLHATTAN-VANERSBORG,Sweden,58.31805555555556,12.345,Europe/Stockholm
ESIB,SATENAS,Sweden,58.428469444444445,12.711236111111111,Europe/Stockholm
ESKN,STOCKHOLM/SKAVSTA,Sweden,58.78861111111111,16.90361111111111,Europe/Stockholm
ESMK,KRISTIANSTAD,Sweden,55.92055555555555,14.085277777777778,Europe/Stockholm
ESMQ,KALMAR,Sweden,56.68555555555555,16.2875,Europe/Stockholm
ESMS,MALMO,Sweden,55.54833333333333,13.353333333333333,Europe/Stockholm
ESMT,HALMSTAD,Sweden,56.69083333333333,12.82,Europe/Stockholm
ESMX,VAXJO/KRONOBERG,Sweden,56.930277777777775,14.72888888888889,Europe/Stockholm
ESNG,GALLIVARE,Sweden,67.13305555555554,20.81222222222222,Europe/Stockholm
ESNK,KRAMFORS-SOLLEFTEA,Sweden,63.04861111111111,17.76888888888889,Europe/Stockholm
ESNL,LYCKSELE,Sweden,64.5475,18.717777777777776,Europe/Stockholm
ESNN,SUNDSVALL-TIMRA,Sweden,62.529444444444444,17.442777777777778,Europe/Stockholm
ESNO,ORNSKOLDSVIK,Sweden,63.407777777777774,18.9925,Europe/Stockholm
ESNQ,KIRUNA,Sweden,67.82126111111111,20.335591666666666,Europe/Stockholm
ESNS,SKELLEFTEA,Sweden,64.62472222222222,21.076944444444443,Europe/Stockholm
ESNU,UMEA,Sweden,63.793055555555554,20.279999999999998,Europe/Stockholm
ESNX,ARVIDSJAUR,Sweden,65.59027777777777,19.281944444444445,Europe/Stockholm
ESNZ,ARE OSTERSUND,Sweden,63.19444444444444,14.500277777777777,Europe/Stockholm
ESOE,OREBRO,Sweden,59.22805555555556,15.04,Europe/Stockholm
ESOK,KARLSTAD,Sweden,59.44472222222222,13.3375,Europe/Stockholm
ESOW,STOCKHOLM/VASTERAS,Sweden,59.589444444444446,16.63361111111111,Europe/Stockholm
ESPA,LULEA/KALLAX,Sweden,65.54333333333334,22.12361111111111,Europe/Stockholm
ESPE,VIDSEL,Sweden,65.87527777777777,20.15,Europe/Stockholm
ESSA,STOCKHOLM/ARLANDA,Sweden,59.651944444444446,17.91861111111111,Europe/Stockholm
ESSB,STOCKHOLM/BROMMA,Sweden,59.35444444444445,17.942222222222224,Europe/Stockholm
ESSD,BORLANGE,Sweden,60.42222222222222,15.515,Europe/Stockholm
ESSL,LINKOPING/SAAB,Sweden,58.406388888888884,15.679722222222221,Europe/Stockholm
ESSP,NORRKOPING/KUNGSANGEN,Sweden,58.586111111111116,16.24638888888889,Europe/Stockholm
ESSV,VISBY,Sweden,57.66277777777778,18.34611111111111,Europe/Stockholm
ESTA,ANGELHOLM,Sweden,56.29111111111111,12.855,Europe/Stockholm
ESTL,LJUNGBYHED,Sweden,56.08527777777778,13.206944444444444,Europe/Stockholm
ESUD,STORUMAM,Sweden,64.96083333333334,17.696666666666665,Europe/Stockholm
ESUT,HEMAVAN TARNABY,Sweden,65.80611111111111,15.082777777777778,Europe/Stockholm
ETAD,SPANGDAHLEM AB,Germany,49.97654166666667,6.698508333333334,Europe/Berlin
ETAR,RAMSTEIN AB,Germany,49.43690833333333,7.600311111111111,Europe/Berlin
ETEB,ANSBACH AHP,Germany,49.308166666666665,10.638666666666666,Europe/Berlin
ETHA,ALTENSTADT,Germany,47.83551666666667,10.871252777777778,Europe/Berlin
ETHB,BUECKEBURG,Germany,52.2785,9.082166666666666,Europe/Berlin
ETHC,CELLE,Germany,52.591166666666666,10.022166666666667,Europe/Berlin
ETHE,RHEINE-BENTLAGE,Germany,52.29116666666666,7.387019444444445,Europe/Berlin
ETHF,FRITZLAR,Germany,51.114583333333336,9.28586111111111,Europe/Berlin
ETHL,LAUPHEIM,Germany,48.22016666666667,9.910166666666667,Europe/Berlin
ETHN,NIEDERSTETTEN,Germany,49.39183333333333,9.958166666666665,Europe/Berlin
ETHS,FASSBERG,Germany,52.91937222222222,10.183847222222223,Europe/Berlin
ETIC,GRAFENWOEHR AAF,Germany,49.69868611111111,11.940175,Europe/Berlin
ETIH,HOHENFELS AAF,Germany,49.2165,11.836166666666667,Europe/Berlin
ETIK,ILLESHEIM AHP,Germany,49.4738889,10.3877778,Europe/Berlin
ETMN,NORDHOLZ,Germany,53.76766666666666,8.6585,Europe/Berlin
ETNH,HOHN,Germany,54.3122,9.538144444444445,Europe/Berlin
ETNL,LAAGE,Germany,53.918166666666664,12.279333333333334,Europe/Berlin
ETNN,NOERVENICH,Germany,50.83116666666667,6.658166666666667,Europe/Berlin
ETNS,SCHLESWIG,Germany,54.45935,9.516361111111111,Europe/Berlin
ETNT,WITTMUNDHAFEN,Germany,53.547913888888885,7.667400000000001,Europe/Berlin
ETNW,WUNSTORF,Germany,52.45733333333334,9.427166666666666,Europe/Berlin
ETOU,WIESBADEN AAF,Germany,50.04982777777778,8.325436111111111,Europe/Berlin
ETSA,LANDSBERG/LECH,Germany,48.07054166666667,10.906016666666668,Europe/Berlin
ETSB,BUECHEL,Germany,50.173833333333334,7.0633333333333335,Europe/Berlin
ETSH,HOLZDORF,Germany,51.767833333333336,13.167666666666666,Europe/Berlin
ETSI,INGOLSTADT/MANCHING,Germany,48.71566666666667,11.533666666666667,Europe/Berlin
ETSL,LECHFELD,Germany,48.18543611111111,10.861136111111112,Europe/Berlin
ETSN,NEUBURG,Germany,48.711000000000006,11.2115,Europe/Berlin
ETWM,MEPPEN,Germany,52.72316666666667,7.326333333333333,Europe/Berlin
EVLA,LIEPAJA,Latvia,56.5175,21.096944444444443,Europe/Riga
EVRA,RIGA,Latvia,56.92361111111111,23.97111111111111,Europe/Riga
EVVA,VENTSPILS,Latvia,57.35777777777778,21.54416666666667,Europe/Riga
EYKA,KAUNAS INTL,Lithuania,54.96388888888889,24.084722222222222,Europe/Vilnius
EYPA,PALANGA/INTERNATIONAL,Lithuania,55.973333333333336,21.093888888888888,Europe/Vilnius
EYSA,SIAULIAI/INTERNATIONAL,Lithuania,55.89388888888889,23.395,Europe/Vilnius
EYVI,VILNIUS/INTERNATIONAL,Lithuania,54.636944444444445,25.28777777777778,Europe/Vilnius
FABL,BRAM FISCHER INTERNATIONAL AIRPORT,South Africa,-29.093788888888888,26.30396388888889,
FABM,BETHLEHEM,South Africa,-28.248611111111114,28.33611111111111,
FACT,CAPE TOWN (CAPE TOWN INTERNATIONAL AIRPORT),South Africa,-33.97136944444445,18.60429166666667,
FACV,CALVINIA (MET),South Africa,-31.50027777777778,19.72583333333333,
FAEL,EAST LONDON,South Africa,-33.03511944444444,27.82135,
FAEO,ERMELO,South Africa,-26.4955556,29.9797222,
FAGC,GRAND CENTRAL,South Africa,-25.987066666666667,28.14054722222222,
FAGG,GEORGE (GEORGE AIRPORT),South Africa,-34.006702777777775,22.374280555555558,
FAGM,RAND,South Africa,-26.24197777777778,28.151355555555554,
FAJB,JOHANNESBURG (CITY),South Africa,26.2666666666667,28.15,
FAKM,KIMBERLEY (KIMBERLEY AIRPORT),South Africa,-28.804783333333333,24.764033333333334,
FAKN,KRUGER MPUMALANGA INTERNATIONAL AIRPORT,South Africa,-25.391583333333333,31.099277777777775,
FALA,LANSERIA,South Africa,-25.93969166666667,27.925575000000002,
FALE,KING SHAKA INTERNATIONAL AIRPORT,South Africa,-29.611772222222225,31.11931388888889,
FALW,LANGEBAANWEG (SAAF),South Africa,-32.968811111111116,18.16526111111111,
FAMM,MAFIKENG  AD,South Africa,-25.807447222222223,25.544469444444445,
FAOR,JOHANNESBURG INTERNATIONAL AIRPORT,South Africa,-26.133694444444444,28.242316666666667,
FAPE,PORT ELIZABETH (PORT ELIZABETH AIRPORT),South Africa,-33.99001388888889,25.610277777777778,
FAPP,POLOKWANE INTERNATIONAL AIRPORT,South Africa,-23.84964722222222,29.456488888888888,
FASB,SPRINGBOK,South Africa,-29.689444444444444,17.93888888888889,
FASI,SPRINGS,South Africa,-26.25,28.4,
FAUP,UPINGTON,South Africa,-28.40102222222222,21.25966111111111,
FAUT,MTHATHA,South Africa,-31.546247222222224,28.675316666666667,
FAVV,VEREENIGING,South Africa,-26.575,27.9625,
FAWB,WONDERBOOM,South Africa,-25.655305555555554,28.221341666666664,
FAWK,WATERKLOOF (SAAF),South Africa,-25.82768888888889,28.220891666666667,
FBFT,FRANCISTOWN,Botswana,-21.1575,27.46944444444444,
FBKE,KASANE,Botswana,-17.83084722222222,25.162599999999998,
FBMN,MAUN,Botswana,-19.972499999999997,23.428055555555556,
FBSK,GABORONE/SIR SERETSE KHAMA INT'L,Botswana,-24.555833333333332,25.91888888888889,
FBSP,SELIBE-PHIKWE,Botswana,-22.0566,27.820458333333335,
FCBB,BRAZZAVILLE/MAYA-MAYA,Congo,-4.2505,15.2515,
