flight_number,dpt_airport_code,dst_airport_code,plane_type,schedule,dpt_time_utc,dst_time_utc
0396,LIQN,EHLW,B738,M-W--SS,20:22:00,21:59:00
0397,LIQN,LTFG,PAY2,MTWTF--,21:15:00,01:30:00
0398,LTAD,LEPP,PA34,---TFSS,15:35:00,03:31:00
0399,LTAD,LEZG,B738,-TW--S-,19:40:00,23:09:00
0400,LTAD,LEGT,B738,M----S-,17:39:00,21:26:00
0401,LTBS,EDHL,B733,MTWT-SS,17:11:00,20:09:00
0402,LTBS,LBPD,A320,M-WT-S-,15:10:00,16:03:00
0403,LTBS,EHBK,B738,MT-TFS-,15:59:00,18:57:00
0404,LTBS,ETSB,PAY2,MTWT-SS,14:36:00,20:00:00
0405,LTBS,LKKV,A320,M-W-FS-,17:49:00,20:21:00
0406,LTBS,ESGJ,A320,-----S-,18:26:00,21:45:00
0407,LTBS,LEBB,B733,-TWTF-S,19:31:00,23:01:00
0408,EGMC,EGPO,B738,-TWTF--,22:59:00,00:03:00
0409,EGMC,EFKS,B738,-----SS,19:16:00,22:03:00
0410,EGMC,LFRS,C500,-TW-FS-,20:05:00,21:13:00
0411,EGOS,LEBA,PAY2,M-WT-SS,18:38:00,22:34:00
0412,EGOS,LIPU,A320,-TWT--S,22:52:00,00:36:00
0413,EGOS,LRBC,B738,--WTFS-,20:06:00,22:51:00
0414,EGOS,LFML,PA34,--WTF-S,17:38:00,22:36:00
0415,EGOS,EDOP,C500,-TWTFS-,21:07:00,23:13:00
0416,EGPM,LFJR,PAY2,-T-TF-S,19:00:00,22:23:00
0417,EGPM,LIRX,PAY2,M-WTFSS,22:03:00,03:02:00
0418,EGPM,EDLW,B738,-T-T-S-,17:11:00,18:35:00
0419,EGPM,LRCV,A320,-T---SS,17:57:00,21:07:00
0420,EGPM,LEVT,A320,------S,22:53:00,01:24:00
0421,EGPM,EDLV,PAY2,M--T---,20:21:00,22:54:00
0422,EGPM,ENVH,B733,-T-T-SS,19:38:00,20:19:00
0423,EGPO,EDMO,B738,-TWTF-S,20:10:00,22:10:00
0424,EGPO,LIMY,PA34,-TWTFSS,22:33:00,06:10:00
0425,EGPO,ETHS,B733,MT--F-S,21:45:00,23:15:00
0426,EGPO,EETN,A320,---TF--,19:26:00,21:45:00
0427,EGPO,LBSF,A320,-TW--S-,17:29:00,20:57:00
0428,EGPO,LFBE,A320,MT-T--S,18:22:00,20:23:00
0429,EGPO,EVLA,PA34,MT-TFSS,20:47:00,03:39:00
0430,EGXZ,EICK,B733,M--TFSS,19:53:00,20:35:00
0431,EGXZ,ENNO,A320,--WT---,22:11:00,23:19:00
0432,EGXZ,ENBV,B738,M--T--S,19:08:00,22:03:00
0433,EGXZ,EDLV,A320,-TWT-SS,22:47:00,23:32:00
0434,ENOA,EDFH,PAY2,MT-TF-S,18:01:00,20:51:00
0435,ENOA,LTBJ,PA34,--WTF-S,21:51:00,10:19:00
0436,ENOA,EPRZ,B738,M-WTF--,17:13:00,19:16:00
0437,ENOA,EGDX,B733,M-W-FS-,19:05:00,20:27:00
0438,ENOA,LEVT,PA34,-TW-FSS,20:14:00,04:32:00
0439,ENOA,LFML,PAY2,MT---S-,16:24:00,20:53:00
0440,ENOA,LFOV,C500,MTWTF--,21:21:00,00:24:00
0441,ETWM,EFVR,B738,-T-TF-S,16:29:00,18:28:00
0442,ETWM,EGBE,B733,MT---SS,18:19:00,19:05:00
0443,ETWM,LFCK,PA34,-TW-F-S,20:18:00,00:49:00
0444,ETWM,EGNT,PA34,MTW-F-S,21:58:00,00:39:00
0445,LFOA,ESTL,C500,M--TFS-,19:53:00,22:34:00
0446,LFOA,LHPP,PA34,--W--S-,16:06:00,21:06:00
0447,LFOA,LTAU,C500,MT--FS-,21:43:00,03:48:00
0448,LFOA,EBBR,PA34,MTWT---,18:13:00,20:05:00
0449,LOWL,LFLL,B733,--WT--S,17:11:00,18:08:00
0450,LOWL,LCPH,B738,MTW--S-,20:22:00,22:59:00
0451,LOWL,LIPS,B733,--W-F-S,19:49:00,20:14:00
0452,LOWL,LRBC,C500,-TWTF-S,21:46:00,23:53:00
0453,LOWL,LPHR,C500,-TWT--S,17:45:00,01:31:00
0454,LRSB,LEMD,A320,-T--FSS,15:12:00,18:11:00
0455,LRSB,LGZA,A320,-TWTFS-,19:05:00,20:17:00
0456,LRSB,LGPA,A320,--WTFS-,19:45:00,21:01:00
0457,LRSB,ENAN,C500,-TWT-S-,16:08:00,21:53:00
0458,LRSB,EGPD,B733,MT-T-S-,18:05:00,20:51:00
0459,LRSB,LTCN,C500,-T-----,16:59:00,20:02:00
0460,LRSB,LFRC,PAY2,--W-F-S,20:33:00,01:09:00
0461,EGYD,EGPA,A320,--WT-S-,17:53:00,18:46:00
0462,EGYD,EKAH,PAY2,-TW-F--,22:41:00,00:35:00
0463,EGYD,LIPU,PAY2,----F--,20:58:00,23:52:00
0464,EGYD,ESNX,A320,M-WT-SS,19:37:00,21:55:00
0465,EKYT,LIRX,B733,M--TFS-,21:36:00,23:37:00
0466,EKYT,LRSM,PA34,M--T-SS,17:12:00,22:53:00
0467,EKYT,EEKE,A320,M-WT-SS,18:50:00,19:50:00
0468,EKYT,ESGT,A320,-TWTFSS,19:32:00,19:48:00
0469,EKYT,EGPL,PA34,M--TFSS,18:09:00,22:28:00
0470,EKYT,EISG,PA34,-TWTFSS,16:40:00,21:39:00
0471,EKYT,ENHF,B733,-TW-F-S,20:31:00,22:36:00
0472,ENOL,EDDS,A320,M-W--SS,19:55:00,22:04:00
0473,ENOL,LEGR,PAY2,MTW--SS,17:18:00,00:33:00
0474,ENOL,LIMZ,PAY2,M-WTFS-,18:45:00,23:46:00
0475,ENOL,LIRP,PA34,MTW-FS-,16:20:00,01:36:00
0476,ENOL,LFRL,C500,-----SS,21:57:00,02:06:00
0477,ENOL,EGXV,A320,MT-TF-S,20:51:00,22:27:00
0478,ENOL,LFPO,PAY2,-T-TFS-,18:08:00,22:11:00
0479,ESNG,EHWO,B733,MT-T-SS,16:51:00,19:20:00
0480,ESNG,LLET,PAY2,M---F-S,19:00:00,05:04:00
0481,ESNG,LEJR,PA34,-TW--S-,21:58:00,13:42:00
0482,ESNG,LYPG,PA34,MT-T-SS,16:11:00,03:39:00
0483,LFRV,LTCF,PA34,-T-TFSS,19:20:00,10:42:00
0484,LFRV,EGXU,PA34,-TW-FS-,16:43:00,19:41:00
0485,LFRV,EFOU,A320,---T---,17:33:00,20:50:00
0486,LFRV,LEBB,C500,MTW--SS,20:57:00,22:01:00
0487,LFRV,LICA,C500,--WTFSS,21:50:00,01:46:00
0488,LLBG,LIBR,B733,M--T---,16:15:00,18:31:00
0489,LLBG,EPWR,B733,MT--FSS,15:19:00,18:34:00
0490,LLBG,LDZA,PA34,---TF-S,20:45:00,06:00:00
0491,LLBG,ESSP,PA34,MTW-FS-,20:05:00,09:40:00
0492,LLBG,EFLP,PA34,-T----S,17:06:00,06:40:00
0493,LLBG,LPFL,B733,MT-T---,19:06:00,02:31:00
0494,LLBG,ETAD,PA34,MTW--S-,18:07:00,06:52:00
0495,LRTR,ETMN,PAY2,MTW----,18:44:00,21:43:00
0496,LRTR,LEVD,PAY2,--WT-SS,16:09:00,21:12:00
0497,LRTR,LPPS,PA34,M---F--,17:26:00,07:58:00
0498,LRTR,LEVX,A320,-----SS,19:34:00,22:41:00
0499,LRTR,LEGT,C500,---TFS-,20:47:00,01:22:00
0500,LRTR,LROP,B733,-T-T---,15:15:00,15:45:00
0501,ENGM,EGDM,C500,-TW---S,18:09:00,20:56:00
0502,ENGM,LPLA,PAY2,MT--FSS,21:41:00,06:04:00
0503,ENGM,LPPT,PA34,M--TF-S,21:05:00,08:36:00
0504,ENGM,LSME,PA34,-TWT---,16:40:00,22:47:00
0505,LCPH,LYVR,PAY2,---TF-S,17:18:00,20:50:00
0506,LCPH,LSZS,PAY2,-TWT--S,16:01:00,21:26:00
0507,LCPH,LEIB,A320,MT-TF-S,20:33:00,00:10:00
0508,LDZD,LGRP,A320,MTW-F--,17:12:00,18:59:00
0509,LDZD,ESNG,PA34,-T-T---,21:57:00,08:41:00
0510,LDZD,LZSL,PAY2,M--TF-S,20:32:00,21:54:00
0511,LDZD,LFGJ,B733,M-WTF-S,18:42:00,19:46:00
0512,LDZD,ESNZ,A320,MTWT--S,18:10:00,20:54:00
0513,LDZD,EBCV,PAY2,-TW---S,19:57:00,22:36:00
0514,LEVS,EGNV,A320,-TWTF--,19:41:00,21:44:00
0515,LEVS,LTCG,C500,M-WT-SS,21:31:00,05:24:00
0516,LEVS,ENSB,B738,M--TF--,20:16:00,01:34:00
0517,LEVS,LIPO,PAY2,M--T---,18:06:00,21:07:00
0518,LEVS,ESNQ,PA34,M-WT-SS,17:05:00,07:10:00
0519,LFCR,LPMR,B738,-TWTF--,20:20:00,21:39:00
0520,LFCR,LFLC,A320,-TW-F-S,17:07:00,17:20:00
0521,LFCR,ETSL,B738,---TF--,21:47:00,22:44:00
0522,LIMK,EDDB,B738,MTWTFS-,20:48:00,21:56:00
0523,LIMK,LBPD,PA34,MTW--SS,20:09:00,02:03:00
0524,LIMK,EFTP,PAY2,MT----S,18:44:00,23:40:00
0525,LIMK,LIMJ,A320,---T--S,19:19:00,19:28:00
0526,LIMK,LIPY,B733,M-WTFS-,21:42:00,22:18:00
0527,LIMK,LEVT,A320,--W-FSS,16:20:00,17:28:00
0528,LIMK,LWOH,B733,M---F--,17:36:00,19:02:00
0529,LIPX,LIVO,PAY2,M--T---,18:58:00,19:33:00
0530,LIPX,LGKL,C500,M--TF--,16:18:00,19:09:00
0531,LIPX,ETHN,PAY2,MTW--S-,19:36:00,20:40:00
0532,LIPX,LGZA,A320,--WT-SS,20:25:00,21:57:00
0533,LIPX,ENBS,B733,---T---,17:48:00,21:34:00
0534,LIPX,LFRS,B733,M-WT-SS,21:50:00,23:04:00
0535,LIRX,LIVR,B733,M-W-F-S,20:14:00,20:46:00
0536,LIRX,ESSA,C500,-TWTF-S,16:02:00,20:15:00
0537,LIRX,LFRM,A320,--WTFSS,17:36:00,18:53:00
0538,LIRX,LTCN,PAY2,M-W---S,21:34:00,03:02:00
0539,LMML,ENHK,B738,M--T-SS,18:51:00,23:37:00
0540,LMML,EPKT,C500,--W----,21:37:00,01:13:00
0541,LMML,LPPD,PA34,--W--S-,19:52:00,10:41:00
0542,LMML,LEAO,PA34,MT-TF--,17:20:00,00:11:00
0543,LRBM,LFBH,A320,---T-SS,18:59:00,21:24:00
0544,LRBM,LGPA,B733,M-WT-SS,18:04:00,19:34:00
0545,LRBM,EFUT,A320,-T--F--,20:57:00,22:52:00
0546,LRBM,LTCN,PAY2,---T-S-,16:31:00,20:13:00
0547,LRSM,EGAE,PAY2,M--TFS-,19:44:00,00:58:00
0548,LRSM,LUBL,PA34,--WT---,20:42:00,22:14:00
0549,LRSM,ETSH,PAY2,--W--S-,18:01:00,19:59:00
0550,LRSM,LKKV,C500,--W-FS-,15:26:00,17:08:00
0551,LRSM,LPST,B733,-TWT-SS,17:28:00,20:57:00
0552,LSZB,EDFE,A320,-T-TFS-,21:54:00,22:21:00
0553,LSZB,EGXE,B733,-TWTFSS,20:05:00,21:24:00
0554,LSZB,LFRO,B738,-T---SS,16:43:00,17:46:00
0555,LSZB,LPMR,C500,M-W-F--,20:48:00,00:08:00
0556,LSZB,EEKA,PA34,MTWTF-S,17:35:00,00:35:00
0557,LSZB,LERS,PAY2,M-----S,19:34:00,21:30:00
0558,LSZB,EPKT,B738,-TW-F-S,18:31:00,19:41:00
0559,LZZI,EGDM,B738,--W-F--,20:16:00,22:04:00
0560,LZZI,LSMD,B738,-T-T-S-,18:53:00,19:50:00
0561,LZZI,LELC,C500,MTWTF-S,19:23:00,23:44:00
0562,LZZI,EGBE,B733,---TFS-,17:13:00,19:03:00
0563,LZZI,EFKU,B733,-TW-F-S,21:57:00,00:01:00
0564,EBAW,EFVA,PAY2,M---FS-,20:45:00,00:41:00
0565,EBAW,LSMP,A320,-T--FS-,17:06:00,17:46:00
0566,EBAW,LIEE,B738,MTWT---,19:31:00,21:13:00
0567,EBAW,LEVD,B733,-TW--S-,18:17:00,19:53:00
0568,EBAW,LIMC,C500,--WTF-S,21:46:00,23:16:00
0569,EBAW,EDDF,PA34,M-W---S,16:23:00,17:43:00
0570,EDDB,ENZV,B733,-T-TF--,19:34:00,20:41:00
0571,EDDB,EDQM,A320,--WTFSS,21:40:00,22:00:00
0572,EDDB,EHRD,B738,--W-F--,18:40:00,19:26:00
0573,EDDB,EKGC,PAY2,M---F-S,20:47:00,22:23:00
0574,EDDB,LTCK,B738,M---FS-,16:38:00,19:53:00
0575,EEKE,ETIH,A320,M---F--,15:17:00,16:52:00
0576,EEKE,EPZG,C500,--W-FSS,18:37:00,20:21:00
0577,EEKE,LRSM,PAY2,M------,19:47:00,22:33:00
0578,EEKE,LEAS,A320,MT-T---,20:52:00,00:09:00
0579,EEKE,ENFL,A320,M------,17:52:00,19:13:00
0580,EEKE,LPPD,B738,-T-T-S-,17:09:00,22:14:00
0581,EEKE,LYBE,A320,M---FSS,16:10:00,18:06:00
0582,LFBD,EHGG,C500,MT-TF-S,21:18:00,23:37:00
0583,LFBD,LFRK,C500,MT-----,17:47:00,18:50:00
0584,LFBD,LGKC,B733,MT---SS,21:56:00,00:43:00
0585,LFBD,ENSR,B738,M-W--SS,17:04:00,20:48:00
0586,LFBD,LIRM,C500,MTWT--S,19:55:00,22:41:00
0587,LFBD,LSGC,B738,M----SS,19:03:00,19:50:00
0588,LFBD,LPHR,PAY2,M-WT--S,16:28:00,22:10:00
0589,LFQB,LDLO,A320,MTW-FS-,21:53:00,23:03:00
0590,LFQB,LFOH,PA34,--WTFSS,19:54:00,21:14:00
0591,LFQB,LEPP,B733,M-W--SS,21:14:00,22:12:00
0592,LFQB,LIMZ,B733,-TW--S-,19:08:00,19:46:00
0593,LFQB,EGHH,PA34,MTW----,20:39:00,22:45:00
0594,LFQB,LEBG,C500,---TFS-,16:28:00,18:24:00
0595,LFQB,LFOB,PAY2,M--TF--,17:49:00,18:16:00
0596,LGKL,LTBH,C500,--WTFSS,20:06:00,21:13:00
0597,LGKL,LPST,C500,-TW---S,18:09:00,00:06:00
0598,LGKL,EBCV,B733,-T--F-S,20:52:00,23:30:00
0599,LTCE,LEBZ,B733,--W--S-,17:05:00,22:13:00
0600,LTCE,ENST,PAY2,M---FSS,18:09:00,02:10:00
0601,LTCE,LEVD,C500,-T---SS,19:31:00,03:49:00
0602,LTCE,LIPY,PAY2,MTWTF--,16:11:00,21:41:00
0603,LTCE,ENKB,A320,M------,14:26:00,18:48:00
0604,LTCP,EGNX,B738,-T----S,17:18:00,21:35:00
0605,LTCP,LIRU,PA34,-T-T--S,19:11:00,04:35:00
0606,LTCP,LTCF,A320,---TF--,18:16:00,18:56:00
0607,LTCP,EDDK,B733,M-W--S-,15:21:00,18:57:00
0608,LTCP,ENAN,PAY2,MT-TFS-,16:33:00,01:23:00
0609,LTCP,LTCJ,A320,---T--S,19:49:00,20:08:00
0610,LTCP,ESNX,C500,M--T-S-,14:34:00,21:47:00
0611,EDMO,ENGM,B738,MTW-FS-,20:35:00,22:15:00
0612,EDMO,EDDW,C500,MTW-F-S,18:55:00,20:11:00
0613,EDMO,LEVC,C500,MT-T-S-,21:48:00,00:42:00
0614,EDMO,LIBD,PAY2,---T-S-,16:14:00,18:19:00
0615,EDMO,LIPO,B738,-----S-,19:33:00,19:56:00
0616,EDMO,EKOD,PAY2,MTW--S-,17:37:00,19:34:00
0617,EFIV,ENSK,PAY2,MTWTF--,16:54:00,18:05:00
0618,EFIV,LOAN,B733,M---F-S,20:58:00,23:59:00
0619,EFIV,LIRZ,B738,---TFS-,15:07:00,18:46:00
0620,EFIV,LIPR,PA34,MT-TFSS,19:03:00,06:59:00
0621,EFMI,EBAW,PA34,M--TF--,20:42:00,04:13:00
0622,EFMI,ENBL,C500,-T-TFSS,18:36:00,21:04:00
0623,EFMI,LELL,C500,MT---S-,16:26:00,22:29:00
0624,EFMI,EGXV,C500,--W-F--,15:48:00,19:47:00
0625,EGAC,ENAN,PAY2,M--TFS-,22:46:00,03:25:00
0626,EGAC,LFRS,B733,--WT-S-,17:12:00,18:19:00
0627,EGAC,LFCK,B733,MTWT---,21:20:00,23:03:00
0628,EGAC,EBFN,PAY2,MTWTFSS,19:17:00,20:55:00
0629,EGHI,ENSN,B738,-T--FS-,18:17:00,19:42:00
0630,EGHI,LFSI,A320,-TW--S-,20:20:00,21:01:00
0631,EGHI,LDDU,A320,M---F--,22:40:00,00:56:00
0632,EGHI,LIRL,B738,M-W---S,21:50:00,23:42:00
0633,EGNV,EGLC,PA34,-T--F--,18:22:00,19:49:00
0634,EGNV,EGQS,B738,M---F--,22:36:00,23:04:00
0635,EGNV,EPWR,PA34,MTWTFSS,20:42:00,02:03:00
0636,EGNV,LFPC,C500,MTW-FS-,19:44:00,21:08:00
0637,EGNV,LLET,A320,MTWTF-S,21:35:00,02:45:00
0638,EGNV,ESNU,PA34,--WTFS-,17:25:00,00:05:00
0639,EGNV,LQSA,B733,MT--F-S,18:59:00,21:19:00
0640,EGPF,LIQN,B738,-TW---S,20:53:00,23:17:00
0641,EGPF,ESGG,PAY2,MT---SS,17:59:00,20:26:00
0642,EGPF,LFGJ,C500,---TFSS,17:20:00,19:55:00
0643,EGPF,LFCK,A320,---T-SS,22:33:00,00:25:00
0644,EGPF,LSZL,B738,--W----,21:47:00,23:32:00
0645,EGPF,EGMD,B733,M--T-SS,18:35:00,19:25:00
0646,EGPF,ESSL,PA34,M------,19:45:00,00:56:00
0647,EGQS,EGAC,B738,M---FSS,22:46:00,23:14:00
0648,EGQS,ESSV,C500,--WT---,21:10:00,23:57:00
0649,EGQS,EHFS,PA34,---TF--,18:28:00,21:55:00
0650,EGQS,LEZG,B738,M-W----,17:45:00,19:57:00
0651,EGQS,LGMK,PA34,M-----S,18:58:00,07:45:00
0652,EGQS,EFKU,B733,MT-TF-S,21:42:00,23:58:00
0653,EGQS,EDDR,A320,-T-T--S,20:07:00,21:38:00
0654,EGUO,LEAM,B733,M-W-F--,21:48:00,23:51:00
0655,EGUO,LFOC,C500,MTWTFSS,22:47:00,23:47:00
0656,EGUO,LFMV,B738,M-WT-SS,18:41:00,19:55:00
0657,EGUO,LIRE,A320,MTW-FSS,17:37:00,19:38:00
0658,EGXP,EGHI,PAY2,----F--,18:09:00,18:47:00
0659,EGXP,EFET,PA34,--WTF-S,20:35:00,05:18:00
0660,EGXP,LFLB,B738,-T-T-S-,21:32:00,22:44:00
0661,EGXP,LOAV,PA34,-T-T---,22:57:00,04:28:00
0662,EGXP,ENNK,A320,---T---,20:00:00,22:29:00
0663,EHAM,LGSR,A320,-TW-FSS,17:38:00,20:44:00
0664,EHAM,LTCG,A320,M----S-,21:35:00,01:21:00
0665,EHAM,LWOH,PA34,MT--FS-,19:27:00,02:39:00
0666,EICK,EDMA,B733,-TWT---,20:44:00,22:33:00
0667,EICK,LFCR,B733,M-W-FSS,18:03:00,19:31:00
0668,EICK,EGWU,PAY2,-----S-,22:51:00,00:10:00
0669,EKHR,EDDN,A320,MTWT--S,17:35:00,18:30:00
0670,EKHR,EGAC,A320,--W-F-S,19:29:00,20:38:00
0671,EKHR,EIME,PA34,-T-TFS-,20:03:00,00:03:00
0672,EKHR,EGPI,B733,M-W--SS,16:42:00,17:50:00
0673,EKHR,ETHE,B733,M---FS-,18:15:00,18:43:00
0674,EKHR,EDAC,A320,---TF--,21:53:00,22:39:00
0675,EKHR,EGGD,B733,-TW---S,21:13:00,22:17:00
0676,ENCN,EGPM,A320,MT--FS-,17:09:00,17:55:00
0677,ENCN,EDMO,B738,-T--F-S,18:46:00,20:11:00
0678,ENCN,LOAV,B733,-T--FSS,20:37:00,22:13:00
0679,ENCN,EGHH,B738,MT--FSS,18:07:00,19:24:00
0680,ENCN,ETNH,PAY2,M-WTFS-,21:34:00,22:37:00
0681,ENCN,LERS,B738,-T-TFS-,19:39:00,22:04:00
0682,ENCN,LIEO,A320,M-W-FSS,16:28:00,18:57:00
0683,ENHV,EYVI,C500,-T--F-S,19:14:00,23:11:00
0684,ENHV,EKRN,PA34,MT--F--,22:00:00,05:44:00
0685,ENHV,LEBG,PAY2,M--TFS-,17:12:00,01:38:00
0686,ENHV,EGPN,A320,--W---S,16:05:00,18:49:00
0687,ENML,LIPF,PA34,-TW---S,19:52:00,04:15:00
0688,ENML,LIVF,PAY2,--W-F--,21:32:00,02:38:00
0689,ENML,LRTM,C500,-T-T--S,17:25:00,21:59:00
0690,ENRO,EGOW,B738,-T----S,19:38:00,21:15:00
0691,ENRO,LLBG,B733,MT--F-S,18:45:00,23:31:00
0692,ENRO,EKCH,A320,M-----S,17:11:00,18:12:00
0693,ENRO,EKGC,PA34,M-W----,21:35:00,01:11:00
0694,ENSN,EGPO,A320,--W--S-,19:48:00,21:00:00
0695,ENSN,EHGG,B738,-T-TFSS,17:18:00,18:10:00
0696,ENSN,LECO,A320,---T-S-,21:35:00,00:21:00
0697,ENSN,ESPA,PAY2,-TW---S,18:27:00,20:42:00
0698,ENZV,EBAW,A320,----F--,17:04:00,18:11:00
0699,ENZV,LIPH,PAY2,-TW----,21:56:00,01:33:00
0700,ENZV,LTAZ,B738,M--T-S-,17:47:00,21:31:00
0701,EPRZ,ENDR,B733,MTW-FS-,20:02:00,22:18:00
0702,EPRZ,LGZA,PAY2,M--T-S-,21:14:00,00:28:00
0703,EPRZ,EGLF,PAY2,--WT-SS,16:22:00,20:09:00
0704,EPRZ,LIBD,PAY2,MT-TFSS,17:28:00,20:00:00
0705,EPRZ,EHWO,A320,MTW--SS,18:09:00,19:46:00
0706,EPRZ,LOWG,C500,M-WTF--,21:55:00,23:13:00
0707,EPRZ,LPHR,PA34,-TWT-S-,19:17:00,12:34:00
0708,ESGT,LSMP,A320,M-WT---,19:14:00,20:57:00
0709,ESGT,LSZL,PAY2,M---FS-,21:53:00,01:07:00
0710,ESGT,LGAV,PAY2,---TF--,20:45:00,02:26:00
0711,ESOE,LYUZ,A320,-T-T---,19:47:00,22:01:00
0712,ESOE,LOWK,B738,-T---SS,21:33:00,23:17:00
0713,ESOE,LFLS,C500,M-W-F-S,18:29:00,22:07:00
0714,ESOE,LTAL,C500,M-WT--S,17:20:00,22:29:00
0715,ESSV,EBBE,PA34,--WTFS-,21:45:00,02:37:00
0716,ESSV,LRTR,A320,-TW----,16:34:00,18:17:00
0717,ESSV,LTCP,B738,MTW-F-S,17:39:00,20:55:00
0718,ESSV,LFOH,PA34,M-WTF-S,18:30:00,00:45:00
0719,ESSV,EFPO,A320,MTWT-SS,19:46:00,20:22:00
0720,ESSV,LATI,B738,M-W-FS-,20:43:00,22:57:00
0721,ESSV,LEIB,A320,-TWT-S-,19:09:00,22:17:00
0722,ETIC,LFYR,PAY2,M-WT---,20:22:00,22:15:00
0723,ETIC,LJCE,A320,--W-FSS,16:25:00,17:04:00
0724,ETIC,EDDC,B738,MT--F--,21:31:00,21:47:00
0725,ETIC,LFLN,PA34,--WTFS-,19:01:00,21:54:00
0726,ETIC,EGJJ,PA34,-TW----,17:43:00,21:59:00
0727,ETNS,LZZI,C500,--WTF-S,19:24:00,21:15:00
0728,ETNS,EGXT,B738,-T--FSS,16:41:00,17:33:00
0729,ETNS,LSZS,PA34,-TW--S-,20:38:00,00:18:00
0730,ETNS,ESMQ,A320,---TF--,17:46:00,18:25:00
0731,ETNS,EGBJ,B733,-TWTF--,21:58:00,23:01:00
0732,LBGO,LIBV,B733,-TW--SS,17:46:00,18:45:00
0733,LBGO,LDSP,B733,M--T--S,20:13:00,21:11:00
0734,LBGO,ESMX,B733,--WT--S,20:53:00,23:03:00
0735,LDSB,ESSV,C500,-T-T--S,16:26:00,19:54:00
0736,LDSB,EDDK,A320,---TF--,17:38:00,19:04:00
0737,LDSB,EHBK,A320,MTWT-S-,21:45:00,23:17:00
0738,LDSB,LIRA,B733,M-W--SS,20:39:00,21:08:00
0739,LEMD,LTCV,B733,MT---S-,21:39:00,02:35:00
0740,LEMD,EGJJ,C500,MT--F-S,17:45:00,19:52:00
0741,LEMD,LFSN,PA34,------S,19:51:00,00:50:00
0742,LESA,EDDN,A320,M------,20:26:00,22:30:00
0743,LESA,LIEE,PA34,--WTF-S,18:37:00,23:50:00
0744,LESA,LIRH,C500,--W-FS-,17:28:00,20:52:00
0745,LESA,LQBK,C500,-TW--S-,16:44:00,20:51:00
0746,LESA,EDTL,A320,M--T-S-,21:44:00,23:28:00
0747,LESA,LEAB,B738,M------,19:39:00,20:08:00
0748,LEZL,LYNI,PA34,-T---S-,16:38:00,02:45:00
0749,LEZL,LFLW,A320,-TWTFS-,18:13:00,19:37:00
0750,LEZL,LFSX,A320,M-WTFSS,17:10:00,19:08:00
0751,LEZL,LIMU,A320,-T-----,19:15:00,21:03:00
0752,LEZL,LLIB,PAY2,-TWTF--,21:49:00,06:42:00
0753,LEZL,LETO,B738,MTW--S-,21:04:00,21:34:00
0754,LEZL,EDDE,PAY2,M-W-FSS,20:18:00,01:02:00
0755,LFBO,LFBL,B733,-----SS,20:21:00,20:40:00
0756,LFBO,LFBU,PAY2,MTW--SS,18:03:00,18:39:00
0757,LFBO,EGNJ,B733,--WT-S-,21:59:00,23:23:00
0758,LFKF,EBLG,A320,M-W--S-,21:49:00,23:11:00
0759,LFKF,EDFE,PAY2,M--TF-S,18:51:00,21:04:00
0760,LFKF,LIRH,C500,MTW-F--,19:32:00,20:18:00
0761,LFKF,EDRZ,PAY2,M-W-F-S,17:39:00,19:42:00
0762,LFKF,LPPD,PA34,--WT--S,16:44:00,05:11:00
0763,LFKF,EGEO,A320,-TWTFS-,20:36:00,23:08:00
0764,LFLW,LFMT,B738,M-WT--S,21:46:00,22:01:00
0765,LFLW,LPPR,C500,--W-FS-,17:04:00,19:13:00
0766,LFLW,EDTL,B738,-T-----,19:23:00,20:05:00
0767,LFLW,LPFR,A320,M----SS,20:28:00,22:04:00
0768,LFLW,LRTM,C500,M----SS,18:50:00,22:33:00
0769,LFMI,LKPR,B738,M-W--SS,18:23:00,19:39:00
0770,LFMI,LIRP,PA34,-TWTFSS,20:25:00,22:16:00
0771,LFMI,ENFG,PAY2,MT-T-S-,17:41:00,22:19:00
0772,LFMI,ETSH,B733,M-----S,16:38:00,18:02:00
0773,LFMI,LICT,B733,MT-TF-S,21:20:00,22:28:00
0774,LFMI,LTCS,C500,M-WT-SS,21:51:00,04:12:00
0775,LFMI,LRTM,PA34,M-WTFSS,19:23:00,01:54:00
0776,LFOH,LGPA,B733,-T---SS,16:14:00,19:19:00
0777,LFOH,ESSA,A320,M---FSS,20:07:00,22:11:00
0778,LFOH,EKGC,B738,MT-T---,17:25:00,18:20:00
0779,LFOH,LFMO,C500,--WT--S,22:00:00,23:31:00
0780,LFPM,LIVR,PAY2,M-W--S-,19:36:00,21:20:00
0781,LFPM,ENRA,C500,M--TF--,21:56:00,02:27:00
0782,LFPM,LFRM,B733,-T-TF-S,16:08:00,16:23:00
0783,LFQG,LIRH,PA34,M-WT-S-,21:43:00,01:54:00
0784,LFQG,LIMP,PA34,MTWT---,18:12:00,20:44:00
0785,LFQG,LWOH,PAY2,MTWT---,19:32:00,23:11:00
0786,LFRO,EFIV,A320,MT----S,17:16:00,20:51:00
0787,LFRO,LGMT,B733,-T--F-S,21:35:00,00:53:00
0788,LFRO,LTAC,B733,--WTF-S,18:46:00,22:34:00
0789,LFRO,EFKE,B733,M--T-S-,20:27:00,23:36:00
0790,LGAL,LFBM,B733,M-W--SS,17:00:00,19:46:00
0791,LGAL,LFPG,PA34,MT-T---,18:37:00,03:08:00
0792,LGAL,LUBL,B733,M---FSS,19:31:00,20:31:00
